Feature_X1,Feature_X2,Target_Y
-0.28143879617669454,0.17898640513152037,1
-0.06748724334689771,1.0067691225583546,0
-0.2431284200092275,0.02235720177091613,1
-0.6117250491821873,-0.6314071048326557,0
-0.7890128494964029,0.6845188845377772,0
-0.24374250452212842,-0.1649701844032202,1
-0.2549921521816134,0.09855093625799546,1
-0.9495415135806917,0.13119395332547842,0
-0.20468777341630656,0.9036530031562025,0
0.03820133677777502,-0.41205518503977956,1
0.9855568306499193,0.18126822236438955,0
0.28565830055932173,-1.115808380427615,0
-0.05796843549912534,-0.30891502446340974,1
-0.6382626188963415,0.775061523428545,0
-0.1033572965208146,0.02610000071806418,1
-0.23118594033304304,-0.11467225671496488,1
0.2886265470763227,-0.08818797539272055,1
0.7340430233069382,0.7340070951168601,0
0.1414751920170666,0.11139319525700059,1
-0.04151781149705705,-0.1684578925048048,1
0.25379867007328666,-0.12937931444538925,1
0.39672562637284814,-0.04438337446596019,1
0.06528407635653066,0.24167109211233748,1
-0.15200378109659496,0.22366042406529302,1
-0.3955053314768022,0.8087898054875288,0
0.13446537084830762,0.0762197428500169,1
0.1446477752184844,-0.10687155130707204,1
0.5960798054614479,-0.8430484239551809,0
-0.8435530872015344,0.7697410489268571,0
-0.23965785433824965,0.2558299420875862,1
0.26289584249276376,-0.2568092441952916,1
-0.31112795882713806,0.27611053518399764,1
0.20020381344668486,-0.25894972901672897,1
-0.3474046200150843,-0.9260558988765643,0
0.9728951830242739,0.16859255019386982,0
-0.19836242984367378,0.12537657795900148,1
-0.3551411192873415,-0.21837451279642547,1
-0.08131206826769444,1.0060357758908827,0
0.4827026552544421,-0.8116825265374544,0
0.006055194506109925,1.0825400915692427,0
-0.15970767309229575,-0.16272024114211386,1
-0.927612962177145,0.6851553450258617,0
0.1769987990424683,-0.027241547147952225,1
-0.13522389906402316,-1.1856045922846659,0
0.6179126632402565,0.588315684812289,0
-0.1973961068121658,0.9814931379014189,0
1.0647558109013713,0.05360265349048582,0
1.0460447875139285,0.38628613802423256,0
-0.2147225744261583,-0.3952945409497737,1
0.7663011080699256,0.5206496675873638,0
-0.49293319516979406,1.0859043212440571,0
-0.3274650127029299,-0.9305520931137372,0
-1.005458823658467,-0.12170805665579196,0
-0.23841917105362095,-0.20943332504343035,1
0.09060253827285122,-1.0460795402768501,0
0.09765768144959394,1.1348702464537719,0
-0.8008370983324443,-0.5254446604710331,0
0.811849072763175,0.4136309332920021,0
0.30418351494636997,-0.9643575254958634,0
-0.5006913344778998,1.083991620054713,0
0.2209049143702146,-0.1325755590230388,1
0.15389833587373405,0.011991928314939088,1
-0.12774179464349716,0.28466653637166234,1
0.20849957028575,-0.2843737752007487,1
-0.5543639200952866,0.9832071395372595,0
0.5445967415724364,0.8954852233211676,0
0.17787337979889617,-0.2677891645525865,1
0.27973335896268015,0.9341996646369765,0
1.0948242095319163,-0.34178438400284883,0
-0.2420080290809251,-0.11878989557787996,1
-0.11402063235791782,0.09613969472094232,1
-0.08162253952510012,0.18877435138384968,1
0.1641240951193576,0.19929341569153503,1
0.19499373029445038,0.44445133830154737,1
-0.0019031575751730367,0.3174111993409411,1
0.22321642736677974,0.3532858314916117,1
0.2053940574531165,0.26673176852609903,1
-0.2365990421378188,0.921761216374497,0
0.04288171753073042,-0.3650726185676015,1
0.22454452640858946,-0.256944189287091,1
-1.0937580667878377,-0.6928381736292031,0
-0.522495157745896,0.9715737628648389,0
0.19493255086660624,0.09000747510080861,1
-0.24009973764477677,-0.9640682459354358,0
0.05136017490669187,0.3457016083395528,1
-0.6140774101006654,0.8507784683365323,0
-0.18197422715967598,-0.958252135120941,0
-0.08472743331855981,-0.043933495584194765,1
0.028889309186973182,0.25459664676392924,1
0.025809667794035485,0.39024713566719704,1
-0.3229196946785702,0.008413252271899499,1
0.4193234769961338,-0.17135655637778413,1
-0.3035965176861713,0.23825038069653726,1
-0.03943207198460088,0.3461670971775528,1
-0.20110723660564112,-0.17541426253810188,1
-0.19117394650426986,0.05695785049852087,1
-0.5083662053268605,0.6243433318046377,0
-0.074819474123648,0.8408710362969775,0
0.16494908853684936,-0.38127186807301017,1
0.9857990569853233,0.2769117270237281,0
1.099395711473082,-0.048661969634062247,0
0.012921039158726395,-0.29657695499810305,1
0.7515699701651789,0.5099905465905413,0
-0.12127344767369219,0.39602079917516325,1
-0.16479716046466747,0.25701097702765274,1
0.33092981163217716,1.224849623658663,0
0.16410917431220112,0.25884252696287424,1
0.8264572843572208,-0.5854909001676191,0
-0.19703878318236528,0.24079145289498227,1
-0.7881390378297153,-0.19474522606062847,0
-1.0774698451664533,-0.2928750548644968,0
-0.08911072103786867,-0.276735136751938,1
-0.08077891623517817,0.26019892878650785,1
0.8858897435896803,0.5097509168867016,0
0.3634308277416226,-0.21063855080662713,1
0.2534826002034894,0.1323438015583245,1
1.0443415993872536,-0.010220299860902324,0
0.8301214616122354,-0.48685276864597465,0
-0.9504884500233003,0.15083299816885382,0
0.5187194884618644,0.7410801475797142,0
0.5729180359831448,-0.6638781596285805,0
-0.3199976385656613,-1.1695917411323937,0
0.0780954874350556,0.1639204684002309,1
-0.5051100158004047,-0.7094576344583022,0
0.9282925056261444,-0.29488495958276917,0
0.9854714328250244,-0.34778070611158063,0
-0.30012582635252283,-0.3746416761515824,1
0.40237882293120447,-0.8411024630446865,0
-1.0008069336212637,-0.18892949901467648,0
-0.07121411481761891,0.2551472129628718,1
0.6909117813136987,0.47485492801779344,0
-0.8751161242988115,0.31156198760558074,0
0.3982070438903199,-0.21281489643172374,1
0.3158110382097528,0.23426877810125452,1
-1.1043926417543706,-0.10645455802451859,0
0.09471105189237629,1.0399180859108996,0
0.17691458556839673,-1.0750897233190382,0
1.0082306307731876,0.5938644760621997,0
0.8887587069942623,0.42822637723212836,0
0.3553581656273777,0.11151718228637339,1
0.0003417944875807877,0.8276463952463986,0
0.4179303425656423,-1.0840637861504574,0
0.4588778408421451,0.04731225227776514,1
-0.6488740704559869,0.601388162707546,0
0.5381354973000165,-0.0378434061547914,1
0.25474884151924465,0.13336544062423294,1
0.8826796342440387,0.610774606904701,0
0.830838674758893,-0.6615083701048348,0
0.35541839665149705,0.06296481470562984,1
-0.027575435053770782,-0.23782735892213525,1
1.0683994303942899,0.1891299034664008,0
-1.018770110277707,0.2701417781052823,0
0.4911192653565613,0.775714613571149,0
0.8928274116427675,0.4521850559590358,0
0.3442010604996424,-0.16241175660228183,1
-0.09258377677215174,0.091297390977585,1
1.0221779494853782,0.15590033548054455,0
0.46101813446282736,-0.5692287030764542,0
-0.4047815763118881,-0.10567012495076629,1
0.13147369858357794,0.764067428176783,0
-1.1586826115815512,0.5113727444299283,0
0.0801351187632634,0.20905206326016929,1
-0.1591375886115237,-0.24022902263678012,1
0.7446667303753453,0.7714513890191631,0
0.044188280478302804,-0.1416732338654913,1
0.3207901214186273,-0.12772625531621778,1
0.758777926617468,0.5653981742784209,0
0.9793884360586752,0.3591173659689969,0
0.07330625571756201,-0.25147026334293576,1
-1.1345862614557267,0.48195645399769194,0
0.8236248111668328,0.708203173944584,0
-0.3762090921001291,-0.7020849644222416,0
0.031315177337391364,-0.12043940465198867,1
-0.8515204782022971,0.3749547796002563,0
-0.8902178167609176,0.4297113776052218,0
-0.4267955485241829,-1.0190826750145443,0
-0.4675670151819843,-0.04543301214525944,1
-0.08644526655131675,-0.9654203679695662,0
-0.8013515451472264,-0.5532312623711615,0
-0.3841480261025608,0.06552869768871841,1
-0.33919772629700695,0.019747551010606143,1
0.12463942614797742,-1.0318261750218134,0
-0.1818984022404059,-0.23873237940302483,1
0.11921065895874287,0.06639999320453306,1
0.1746485265547943,-0.4104435032424813,1
-0.7805154046109891,-0.4604135952673776,0
-0.22895336664178323,0.01156570374649303,1
-0.2043805228731182,1.0182216787490266,0
0.6410051416805868,-0.8690647005880254,0
-0.47725166754107845,-0.8015494903266733,0
0.3794220253839173,-0.05635608969455691,1
-0.3443479892485289,0.008265595944503204,1
-0.26179624745131846,-0.1450381605060568,1
0.13587130185383228,0.1852705469242634,1
-0.9920621889829453,0.48196242798625266,0
0.931490171668966,-0.11575529489886255,0
-0.8317667976026896,-0.48033248522009564,0
-0.4476676454811406,0.5745828563027486,0
-0.7674770068715487,-0.5147264127934637,0
-0.35178790800800414,-0.0311427903196659,1
0.11551337767167444,-0.38245005317246067,1
-0.35775687881722196,0.8372220204888848,0
0.9473119873344549,-0.33774304099732116,0
-0.6791976522251848,-0.6977889499501059,0
-0.5472621368122097,-0.6996891677246733,0
0.3890185064529596,-1.0585838170746698,0
1.093979254660089,-0.3302013704011724,0
-0.3413959066822796,0.6017012590813877,0
0.21964513554399995,-0.13372276277624373,1
-0.3298036946830678,0.10216046462951345,1
0.21713419636622053,0.09216347183538476,1
-0.9822884207010585,0.2453769954150525,0
0.14105749047958768,0.08197566211981677,1
0.022793642273485695,0.22049423140380495,1
0.5547716463632217,0.052500506759323703,1
-0.17792096552154413,-0.03698221643672289,1
-0.23273823403877603,-0.07235138652640118,1
0.8952135028809629,-0.5254453084008381,0
-0.253998293888895,0.16370925105093376,1
0.7509052298948913,-0.48142695535591684,0
-0.2722749047199452,-0.12410449838520338,1
0.3159436039918067,0.2168589397645132,1
0.7545966385625337,0.882113814751876,0
0.23473325083551128,-0.9024700801620019,0
-0.8382236414239085,-0.39538665176531546,0
-0.321541401307806,0.07220297691585643,1
0.9410986903214791,-0.048656894614408364,0
-0.05142399936675002,-0.1746216946521943,1
0.14866056403906203,0.2831261939249215,1
0.10449271142703193,0.8985356283140058,0
-0.9407228306029531,0.37800727631957676,0
-0.6242888818013843,0.6520177762859904,0
0.15883586955163692,-0.2910168935060032,1
0.9092214872215618,0.3123023914674845,0
-0.2171939647944429,-0.009579633834757614,1
-0.3282318182672425,0.17756408824149125,1
-0.14964079703227343,0.3027500786076551,1
-0.5803149601681675,-0.6835558767181598,0
-0.6743423965108477,-0.5751059363244264,0
-0.33680544433771886,-0.9657167257991713,0
-0.27671964150449047,-0.3889562729615291,1
-0.14398788246030908,-0.9647132358481274,0
